forum_topic,post_id
outdoors,10436
travel,85204
travel,108718
history,9569
interpersonal,7089
mythology,2113
cooking,68511
pets,20001
travel,3160
interpersonal,8091
cooking,58735
fitness,13691
health,16872
buddhism,20388
diy,130908
fitness,36823
mythology,4878
gardening,36665
diy,10456
interpersonal,6630
diy,38079
sports,15083
travel,34139
cooking,68932
sports,1913
buddhism,18619
pets,16396
interpersonal,5515
outdoors,6010
cooking,17418
parenting,4367
outdoors,18234
interpersonal,3736
productivity,5820
cooking,73382
productivity,5315
diy,25421
pets,13570
gardening,23562
cooking,2175
cooking,175
travel,25584
gardening,37420
history,9987
parenting,2158
sports,10244
cooking,28506
interpersonal,17869
travel,110998
pets,1007
history,19107
pets,17414
outdoors,15074
travel,31041
gardening,38412
outdoors,3839
cooking,23319
diy,66592
health,1176
mythology,4556
outdoors,4486
mythology,5078
parenting,8729
health,469
buddhism,20862
sports,10444
pets,12374
parenting,29491
mythology,1855
fitness,23805
sports,15959
health,16832
cooking,25867
parenting,3036
productivity,8587
sports,17168
outdoors,8663
outdoors,7693
travel,78695
history,34734
travel,26722
travel,51134
diy,29305
cooking,69384
health,3787
cooking,25280
diy,133872
parenting,11784
health,14163
health,11043
pets,15920
cooking,15260
productivity,9256
mythology,1102
travel,97871
buddhism,18371
cooking,61932
outdoors,19532
diy,31181
productivity,12612
buddhism,21460
pets,7468
buddhism,27134
interpersonal,13698
productivity,14275
cooking,81935
travel,38464
pets,17455
diy,87842
fitness,4418
outdoors,6081
fitness,14051
pets,12384
cooking,77212
gardening,24665
parenting,11389
parenting,22346
parenting,11649
interpersonal,16690
travel,65315
parenting,19104
gardening,19271
outdoors,12997
outdoors,4999
productivity,2649
diy,88571
gardening,35898
history,5556
mythology,748
gardening,1098
interpersonal,7861
interpersonal,8224
productivity,6919
fitness,37098
gardening,3758
travel,17229
sports,6935
gardening,2465
mythology,607
productivity,13995
buddhism,3279
gardening,22375
pets,18542
productivity,8354
sports,5356
cooking,10544
travel,1444
health,7676
health,13409
health,1710
fitness,13174
buddhism,26041
travel,69224
diy,11869
interpersonal,1389
interpersonal,13041
interpersonal,15472
sports,4353
gardening,23565
buddhism,21543
productivity,2104
history,35342
fitness,1623
mythology,1506
cooking,40487
travel,38754
parenting,29608
outdoors,1472
interpersonal,856
sports,12691
outdoors,10367
health,10648
pets,831
productivity,16919
diy,127569
parenting,31424
interpersonal,11255
travel,1237
pets,18282
fitness,2956
history,38783
fitness,7190
gardening,41509
outdoors,9954
pets,20871
mythology,1526
health,4969
productivity,12491
fitness,11654
buddhism,14620
health,5684
outdoors,6775
cooking,45347
history,2801
productivity,8895
diy,30950
pets,7223
health,5445
health,5908
pets,17550
pets,5880
interpersonal,14863
interpersonal,15352
fitness,15839
diy,52464
productivity,9709
interpersonal,9645
pets,18058
travel,114905
fitness,6410
history,26675
cooking,82396
buddhism,3287
parenting,34409
sports,12272
gardening,2600
interpersonal,17075
fitness,36140
buddhism,13195
fitness,26138
travel,50170
history,40212
cooking,29701
sports,7349
diy,53379
productivity,14884
fitness,7761
buddhism,28527
gardening,7756
outdoors,7729
sports,13688
sports,10346
sports,12728
interpersonal,8433
outdoors,13953
productivity,8369
pets,16108
parenting,23898
diy,134498
cooking,3622
productivity,2162
parenting,1676
mythology,4818
travel,18403
history,8531
interpersonal,1656
travel,19850
history,45377
history,35861
buddhism,13779
mythology,927
pets,10070
productivity,13971
gardening,2102
travel,26267
diy,94193
buddhism,26
mythology,1634
parenting,7690
health,4952
parenting,6989
history,22880
outdoors,11607
productivity,3102
outdoors,10000
interpersonal,12906
sports,857
buddhism,15004
pets,19812
parenting,21854
pets,1000
productivity,4277
diy,102004
pets,11525
buddhism,2328
sports,3910
buddhism,21803
history,95
gardening,23231
travel,67991
cooking,79499
travel,116509
outdoors,15148
diy,140860
cooking,64401
productivity,1762
sports,4437
sports,5447
cooking,88307
sports,4453
buddhism,13770
pets,15573
sports,16644
interpersonal,7337
sports,15457
sports,17190
cooking,49206
sports,15670
productivity,7628
parenting,1259
productivity,947
gardening,22989
diy,105418
gardening,2103
pets,1334
fitness,7735
health,9186
interpersonal,645
buddhism,14761
travel,97862
health,15416
mythology,958
productivity,7254
gardening,29954
travel,117243
travel,120835
buddhism,10100
cooking,81333
productivity,10816
diy,113902
travel,92535
pets,13467
productivity,14518
gardening,1461
health,11359
history,33284
interpersonal,11031
interpersonal,14696
parenting,12610
travel,111117
history,22860
sports,7242
productivity,15017
diy,136051
parenting,6074
outdoors,20240
history,25792
health,16544
fitness,23762
fitness,33323
outdoors,15701
outdoors,16732
pets,6312
gardening,22128
diy,65801
sports,13841
outdoors,4374
productivity,1891
gardening,28910
mythology,899
buddhism,18431
sports,17346
history,1652
interpersonal,15374
travel,13695
parenting,19250
sports,10328
productivity,5546
health,12768
health,10509
pets,6977
buddhism,23554
cooking,15637
pets,6890
sports,14007
health,1507
history,630
health,15794
parenting,4612
mythology,3293
outdoors,10713
travel,109593
fitness,34677
buddhism,7955
history,23763
interpersonal,6286
gardening,38675
mythology,2097
diy,125659
history,28502
productivity,3220
productivity,15201
travel,47325
pets,5711
travel,59704
fitness,10314
health,3806
history,27211
travel,87743
history,33970
history,33033
interpersonal,6804
health,7300
productivity,8593
productivity,14815
history,12254
parenting,23205
buddhism,27011
fitness,14222
fitness,1812
buddhism,22893
productivity,17189
diy,135951
diy,37081
outdoors,10697
pets,6932
outdoors,17053
productivity,9160
pets,16136
fitness,14636
gardening,20494
mythology,738
mythology,1455
health,3202
diy,9209
cooking,71126
outdoors,7422
mythology,2637
sports,12074
mythology,961
mythology,4797
outdoors,10157
productivity,18067
gardening,30728
outdoors,8623
cooking,13563
pets,10547
history,42695
interpersonal,9705
health,10811
travel,44738
sports,13603
travel,26112
fitness,14728
outdoors,18463
gardening,19452
fitness,35982
interpersonal,1775
pets,9242
fitness,26082
diy,33164
health,585
interpersonal,2488
diy,68837
history,5868
parenting,14818
cooking,55187
health,3934
parenting,30162
fitness,1617
mythology,2531
buddhism,8535
pets,12414
pets,16378
mythology,3320
gardening,9505
gardening,5891
health,7073
parenting,7327
travel,77195
mythology,3361
cooking,56447
mythology,217
history,10122
interpersonal,9016
health,10211
productivity,17315
fitness,11994
mythology,3091
buddhism,24887
travel,77748
gardening,37111
productivity,4351
pets,11993
travel,44058
sports,20064
fitness,4962
parenting,28104
diy,55402
interpersonal,14700
interpersonal,16139
outdoors,10487
fitness,2009
history,42865
pets,9656
diy,140312
sports,13974
cooking,25572
parenting,28493
cooking,4387
sports,3810
travel,56954
gardening,19884
cooking,9436
outdoors,1609
health,1101
diy,74802
mythology,2814
mythology,2267
history,30271
parenting,33683
sports,3557
diy,16406
health,3698
parenting,12648
productivity,4968
productivity,2421
mythology,311
sports,1060
history,7632
health,1917
history,2168
cooking,37118
parenting,22246
history,33560
pets,11231
gardening,2926
gardening,33135
productivity,3828
outdoors,11322
buddhism,3684
travel,44337
gardening,17383
gardening,30105
pets,17868
sports,4
outdoors,8186
gardening,14185
diy,134153
travel,114422
travel,100420
sports,16026
gardening,27239
diy,106460
health,16009
health,10887
parenting,21360
travel,72303
pets,17687
health,954
buddhism,22256
interpersonal,7440
sports,16351
gardening,22340
outdoors,17562
health,1206
mythology,1097
cooking,13402
gardening,32690
sports,669
pets,134
health,5273
health,13445
interpersonal,17786
history,30487
sports,1448
productivity,8030
mythology,2383
outdoors,10
sports,11904
interpersonal,10067
interpersonal,2626
cooking,80762
parenting,9033
history,43940
gardening,19468
health,16462
sports,18244
mythology,1767
history,30867
mythology,108
parenting,19687
travel,86252
history,11772
productivity,2877
mythology,346
history,8835
cooking,58622
diy,71859
mythology,1883
interpersonal,11296
outdoors,4942
fitness,7413
pets,21161
gardening,3614
outdoors,4310
cooking,45605
gardening,22476
mythology,1944
gardening,27340
buddhism,26402
sports,10
outdoors,10790
cooking,60328
sports,3364
mythology,867
diy,124985
fitness,903
parenting,27873
pets,18539
health,11029
diy,120730
productivity,42
travel,111047
outdoors,4893
gardening,5470
buddhism,8225
history,11327
gardening,37771
travel,26859
history,10609
mythology,2553
travel,3827
outdoors,17309
history,35624
sports,13092
productivity,16896
buddhism,23338
mythology,1886
fitness,55
gardening,41775
pets,18186
fitness,8242
travel,108739
interpersonal,13452
interpersonal,4212
travel,20816
gardening,8694
history,10209
travel,11193
travel,78982
travel,49338
interpersonal,3547
cooking,87016
productivity,13760
pets,11633
interpersonal,15241
fitness,34181
travel,48240
health,10711
productivity,3962
gardening,13562
outdoors,677
parenting,6841
productivity,18578
travel,1242
diy,121803
cooking,65823
diy,11178
cooking,2370
history,47556
history,11277
cooking,68263
health,16069
mythology,2400
diy,11115
mythology,2
parenting,34647
history,43096
history,37977
interpersonal,3220
outdoors,9332
health,10853
productivity,7336
health,1209
diy,24969
mythology,479
mythology,1878
gardening,35184
buddhism,10512
travel,55786
interpersonal,627
diy,28972
pets,6720
gardening,33164
cooking,46660
mythology,482
buddhism,15051
mythology,659
fitness,11744
productivity,1155
travel,50386
diy,99260
parenting,32715
cooking,57540
travel,10776
pets,21000
outdoors,4917
pets,13825
travel,37183
pets,19864
parenting,18592
sports,3401
fitness,12767
fitness,31544
mythology,4653
travel,64235
history,21443
diy,37821
gardening,14498
diy,53855
interpersonal,9967
outdoors,9531
buddhism,24328
gardening,35107
parenting,7315
gardening,36310
history,14281
history,17793
productivity,1670
sports,5310
pets,16822
outdoors,1067
buddhism,4012
productivity,3354
cooking,47246
diy,1428
parenting,28389
sports,10266
history,33964
outdoors,15864
parenting,4728
pets,7420
health,787
gardening,943
interpersonal,11076
interpersonal,13848
interpersonal,9933
travel,95455
parenting,20374
health,14571
outdoors,725
productivity,12497
gardening,9884
travel,106118
fitness,3716
gardening,33269
health,10771
history,47577
diy,128375
cooking,10980
diy,98733
buddhism,25498
gardening,14605
sports,12235
outdoors,10153
diy,14679
gardening,36676
interpersonal,10799
interpersonal,2
cooking,7237
sports,17744
travel,112709
gardening,9848
travel,91870
health,3635
parenting,21741
outdoors,7655
health,6998
parenting,22295
interpersonal,4918
fitness,9890
history,47284
gardening,37322
diy,44260
buddhism,9279
outdoors,6540
history,40214
cooking,60149
mythology,26
sports,18735
history,4382
productivity,4509
gardening,22657
interpersonal,634
sports,14473
productivity,8397
pets,6718
interpersonal,2776
travel,2514
outdoors,9053
cooking,4442
buddhism,26523
travel,119384
history,21023
productivity,15564
buddhism,12922
history,19359
buddhism,20294
fitness,3904
fitness,37310
interpersonal,18103
travel,20241
pets,2025
gardening,41395
sports,9022
fitness,27346
gardening,4814
diy,91900
gardening,36378
sports,15948
interpersonal,1480
outdoors,457
outdoors,13084
mythology,1120
interpersonal,3588
buddhism,20566
gardening,14218
travel,4245
pets,769
travel,72900
parenting,4165
history,7787
pets,6105
outdoors,13066
interpersonal,12141
cooking,84997
health,7058
buddhism,2213
outdoors,6748
buddhism,7629
interpersonal,15079
productivity,8768
buddhism,23150
interpersonal,13412
parenting,34296
buddhism,18528
diy,31510
interpersonal,10115
mythology,4949
fitness,7990
outdoors,6460
parenting,7724
outdoors,6219
gardening,21915
diy,83257
travel,103354
mythology,4741
parenting,2105
interpersonal,8665
history,23451
interpersonal,4797
mythology,4662
diy,85728
pets,9940
travel,19367
interpersonal,1894
buddhism,26158
fitness,28770
health,16526
cooking,58343
buddhism,68
sports,5464
history,26653
diy,143554
productivity,12359
travel,20444
productivity,3116
outdoors,7308
cooking,86660
fitness,15014
sports,3025
history,41829
fitness,17922
gardening,33686
outdoors,11293
diy,120259
buddhism,17437
health,5906
gardening,17712
history,28730
mythology,1911
cooking,44411
pets,20273
parenting,8107
gardening,17684
outdoors,19387
outdoors,13462
interpersonal,10206
diy,38701
mythology,2446
sports,74
diy,2136
fitness,34106
pets,19143
history,46050
travel,106558
health,16989
sports,15484
health,3414
diy,91579
parenting,18353
outdoors,13236
gardening,20404
interpersonal,8118
cooking,89226
interpersonal,14899
interpersonal,10076
gardening,14865
outdoors,10048
mythology,2188
fitness,34582
buddhism,15622
outdoors,3659
health,3523
travel,60768
pets,7808
fitness,28966
interpersonal,1299
interpersonal,15032
buddhism,1724
travel,55378
interpersonal,17950
diy,37377
sports,10434
fitness,22534
health,11568
history,38953
interpersonal,14877
productivity,17778
productivity,15063
fitness,2523
health,12522
health,16056
parenting,30060
history,33338
gardening,13651
buddhism,13032
buddhism,14656
travel,51782
buddhism,17746
fitness,18876
fitness,36651
travel,15
parenting,21583
mythology,2527
health,4335
history,11537
outdoors,16438
pets,19570
diy,125823
diy,74726
buddhism,5999
buddhism,9985
productivity,17966
outdoors,9849
health,7504
gardening,14464
gardening,13991
history,32811
health,7215
buddhism,20548
outdoors,9780
interpersonal,6375
buddhism,28699
outdoors,14017
pets,9728
pets,16553
history,16585
diy,36535
pets,20052
sports,12959
cooking,19499
sports,17988
cooking,29453
pets,18113
sports,15646
productivity,5865
parenting,2667
productivity,18340
health,914
parenting,1475
travel,72413
travel,3410
interpersonal,14084
interpersonal,2337
travel,112151
sports,12972
mythology,4755
travel,116404
parenting,26914
travel,34902
parenting,24635
outdoors,17835
cooking,5476
fitness,33089
travel,26744
parenting,6248
productivity,17759
health,14048
buddhism,19087
sports,17455
history,21214
outdoors,7494
fitness,28191
pets,19755
diy,38952
health,16021
history,26672
pets,2774
fitness,22211
pets,17305
cooking,9595
gardening,1551
buddhism,26913
productivity,285
productivity,18319
pets,1330
travel,104470
interpersonal,6298
pets,6678
history,425
cooking,80831
outdoors,17524
mythology,2185
outdoors,16385
cooking,55137
sports,10360
buddhism,12057
outdoors,20347
travel,73791
history,47785
cooking,18370
diy,49163
interpersonal,10151
productivity,17851
travel,93325
sports,3199
productivity,8635
gardening,39206
pets,20593
history,22966
productivity,18426
sports,11914
cooking,38241
buddhism,12980
pets,15503
parenting,19113
cooking,66179
productivity,17338
pets,12336
health,3397
cooking,46697
productivity,14034
parenting,20086
parenting,24210
health,13712
sports,1825
gardening,39385
parenting,21560
interpersonal,6565
health,4100
outdoors,19347
fitness,25681
interpersonal,6326
buddhism,25424
outdoors,15181
health,5739
parenting,18960
pets,21187
mythology,2944
buddhism,24801
fitness,15763
cooking,15255
parenting,14295
gardening,35431
interpersonal,10619
parenting,23271
gardening,24744
sports,14670
outdoors,9981
health,10233
interpersonal,11238
pets,1591
gardening,1171
sports,663
cooking,64549
productivity,14813
health,13662
productivity,3690
cooking,75505
cooking,17402
